NCBI GeneID	Symbol	Locus Tag	Description	Taxonomic Name	Common Name	Gene Type	Transcripts	Gene Group Identifier	Gene Group Method
10468	FST		follistatin	Homo sapiens	human	PROTEIN_CODING	21	10468	NCBI Ortholog
